tanggal;periode;tinggi_gelombang
2019-08-17;2420;0,20
2019-08-18;2421;0,17
2019-08-19;2422;0,13
2019-08-20;2423;0,08
2019-08-21;2424;0,09
2019-08-22;2425;0,14
2019-08-23;2426;0,30
2019-08-24;2427;0,30
2019-08-25;2428;0,30
2019-08-26;2429;0,24
2019-08-27;2430;0,09
2019-08-28;2431;0,06
2019-08-29;2432;0,05
2019-08-30;2433;0,20
2019-08-31;2434;0,15
2019-09-01;2435;0,20
2019-09-02;2436;0,20
2019-09-03;2437;0,20
2019-09-04;2438;0,20
2019-09-05;2439;0,20
2019-09-06;2440;0,20
2019-09-07;2441;0,20
2019-09-08;2442;0,20
2019-09-09;2443;0,20
2019-09-10;2444;0,20
2019-09-11;2445;0,20
2019-09-12;2446;0,18
2019-09-13;2447;0,18
2019-09-14;2448;0,20
2019-09-15;2449;0,20
2019-09-16;2450;0,20
2019-09-17;2451;0,20
2019-09-18;2452;0,14
2019-09-19;2453;0,10
2019-09-20;2454;0,16
2019-09-21;2455;0,15
2019-09-22;2456;0,08
2019-09-23;2457;0,03
2019-09-24;2458;0,05
2019-09-25;2459;0,09
2019-09-26;2460;0,06
2019-09-27;2461;0,09
2019-09-28;2462;0,10
2019-09-29;2463;0,10
2019-09-30;2464;0,10
2019-10-01;2465;0,10
2019-10-02;2466;0,17
2019-10-03;2467;0,18
2019-10-04;2468;0,20
2019-10-05;2469;0,18
2019-10-06;2470;0,10
2019-10-07;2471;0,15
2019-10-08;2472;0,20
2019-10-09;2473;0,17
2019-10-10;2474;0,16
2019-10-11;2475;0,12
2019-10-12;2476;0,18
2019-10-13;2477;0,18
2019-10-14;2478;0,15
2019-10-15;2479;0,08
2019-10-16;2480;0,05
2019-10-17;2481;0,18
2019-10-18;2482;0,10
2019-10-19;2483;0,02
2019-10-20;2484;0,07
2019-10-21;2485;0,10
2019-10-22;2486;0,08
2019-10-23;2487;0,07
2019-10-24;2488;0,08
2019-10-25;2489;0,10
2019-10-26;2490;0,15
2019-10-27;2491;0,20
2019-10-28;2492;0,18
2019-10-29;2493;0,19
2019-10-30;2494;0,12
2019-10-31;2495;0,10
2019-11-01;2496;0,10
2019-11-02;2497;0,10
2019-11-03;2498;0,05
2019-11-04;2499;0,18
2019-11-05;2500;0,08
2019-11-06;2501;0,09
2019-11-07;2502;0,08
2019-11-08;2503;0,10
2019-11-09;2504;0,10
2019-11-10;2505;0,10
2019-11-11;2506;0,05
2019-11-12;2507;0,08
2019-11-13;2508;0,05
2019-11-14;2509;0,09
2019-11-15;2510;0,10
2019-11-16;2511;0,05
2019-11-17;2512;0,08
2019-11-18;2513;0,04
2019-11-19;2514;0,04
2019-11-20;2515;0,07
2019-11-21;2516;0,06
2019-11-22;2517;0,04
2019-11-23;2518;0,07
2019-11-24;2519;0,05
2019-11-25;2520;0,05
2019-11-26;2521;0,07
2019-11-27;2522;0,06
2019-11-28;2523;0,04
2019-11-29;2524;0,04
2019-11-30;2525;0,04
2019-12-01;2526;0,03
2019-12-02;2527;0,08
2019-12-03;2528;0,14
2019-12-04;2529;0,20
2019-12-05;2530;0,13
2019-12-06;2531;0,10
2019-12-07;2532;0,03
2019-12-08;2533;0,12
2019-12-09;2534;0,20
2019-12-10;2535;0,14
2019-12-11;2536;0,10
2019-12-12;2537;0,10
2019-12-13;2538;0,10
2019-12-14;2539;0,10
2019-12-15;2540;0,10
2019-12-16;2541;0,10
2019-12-17;2542;0,10
2019-12-18;2543;0,10
2019-12-19;2544;0,10
2019-12-20;2545;0,12
2019-12-21;2546;0,10
2019-12-22;2547;0,10
2019-12-23;2548;0,12
2019-12-24;2549;0,16
2019-12-25;2550;0,11
2019-12-26;2551;0,20
2019-12-27;2552;0,16
2019-12-28;2553;0,13
2019-12-29;2554;0,19
2019-12-30;2555;0,10
2019-12-31;2556;0,14
